eventId,sessionId,playbackSecond,playbackOffsetMs,sourceElapsedSecond,timestampOffsetMs,sourceSubjectVisit,sourceSequence,synthetic,demoOnly,class1Softmax,movingAverage10,class,alertLevel,alertAction,alertRequired,notificationEvent,triggerReason,scenarioPhase
1_1_004_V2-012,demo-1_1_004_V2,1.0,1000,120,120000,1_1_004_V2,6,True,True,0.86779,,0,none,none,False,False,window_warming_up,window_warming_up
1_1_004_V2-013,demo-1_1_004_V2,1.083,1083,130,130000,1_1_004_V2,6,True,True,0.870981,,0,none,none,False,False,window_warming_up,window_warming_up
1_1_004_V2-014,demo-1_1_004_V2,1.167,1167,140,140000,1_1_004_V2,7,True,True,0.868506,,0,none,none,False,False,window_warming_up,window_warming_up
1_1_004_V2-015,demo-1_1_004_V2,1.25,1250,150,150000,1_1_004_V2,7,True,True,0.843716,,0,none,none,False,False,window_warming_up,window_warming_up
1_1_004_V2-016,demo-1_1_004_V2,1.333,1333,160,160000,1_1_004_V2,8,True,True,0.791203,,0,none,none,False,False,window_warming_up,window_warming_up
1_1_004_V2-017,demo-1_1_004_V2,1.417,1417,170,170000,1_1_004_V2,8,True,True,0.73911,,0,none,none,False,False,window_warming_up,window_warming_up
1_1_004_V2-018,demo-1_1_004_V2,1.5,1500,180,180000,1_1_004_V2,8,True,True,0.707274,,0,none,none,False,False,window_warming_up,window_warming_up
1_1_004_V2-019,demo-1_1_004_V2,1.583,1583,190,190000,1_1_004_V2,9,True,True,0.675438,,0,none,none,False,False,window_warming_up,window_warming_up
1_1_004_V2-020,demo-1_1_004_V2,1.667,1667,200,200000,1_1_004_V2,9,True,True,0.681685,,0,none,none,False,False,window_warming_up,window_warming_up
1_1_004_V2-021,demo-1_1_004_V2,1.75,1750,210,210000,1_1_004_V2,10,True,True,0.713899,,0,none,none,False,False,window_warming_up,window_warming_up
1_1_004_V2-022,demo-1_1_004_V2,1.833,1833,220,220000,1_1_004_V2,10,True,True,0.751104,0.7278,1,required,required_intervention,True,True,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-023,demo-1_1_004_V2,1.917,1917,230,230000,1_1_004_V2,10,True,True,0.812869,0.723345,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-024,demo-1_1_004_V2,2.0,2000,240,240000,1_1_004_V2,11,True,True,0.874634,0.71889,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-025,demo-1_1_004_V2,2.083,2083,250,250000,1_1_004_V2,11,True,True,0.87059,0.719683,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-026,demo-1_1_004_V2,2.167,2167,260,260000,1_1_004_V2,12,True,True,0.843812,0.722289,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-027,demo-1_1_004_V2,2.25,2250,270,270000,1_1_004_V2,12,True,True,0.790649,0.72561,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-028,demo-1_1_004_V2,2.333,2333,280,280000,1_1_004_V2,13,True,True,0.680784,0.730467,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-029,demo-1_1_004_V2,2.417,2417,290,290000,1_1_004_V2,13,True,True,0.570919,0.735325,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-030,demo-1_1_004_V2,2.5,2500,300,300000,1_1_004_V2,13,True,True,0.645585,0.749318,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-031,demo-1_1_004_V2,2.583,2583,310,310000,1_1_004_V2,14,True,True,0.742618,0.764419,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-032,demo-1_1_004_V2,2.667,2667,320,320000,1_1_004_V2,14,True,True,0.799046,0.773372,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-033,demo-1_1_004_V2,2.75,2750,330,330000,1_1_004_V2,15,True,True,0.808985,0.775286,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-034,demo-1_1_004_V2,2.833,2833,340,340000,1_1_004_V2,15,True,True,0.819737,0.777154,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-035,demo-1_1_004_V2,2.917,2917,350,350000,1_1_004_V2,15,True,True,0.849752,0.777904,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-036,demo-1_1_004_V2,3.0,3000,360,360000,1_1_004_V2,16,True,True,0.879767,0.778654,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-037,demo-1_1_004_V2,3.083,3083,370,370000,1_1_004_V2,16,True,True,0.874261,0.777849,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-038,demo-1_1_004_V2,3.167,3167,380,380000,1_1_004_V2,17,True,True,0.846505,0.776071,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-039,demo-1_1_004_V2,3.25,3250,390,390000,1_1_004_V2,17,True,True,0.812659,0.774152,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-040,demo-1_1_004_V2,3.333,3333,400,400000,1_1_004_V2,17,True,True,0.752712,0.77163,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-041,demo-1_1_004_V2,3.417,3417,410,410000,1_1_004_V2,18,True,True,0.692766,0.769109,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-042,demo-1_1_004_V2,3.5,3500,420,420000,1_1_004_V2,18,True,True,0.697025,0.770861,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-043,demo-1_1_004_V2,3.583,3583,430,430000,1_1_004_V2,19,True,True,0.721171,0.773938,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-044,demo-1_1_004_V2,3.667,3667,440,440000,1_1_004_V2,19,True,True,0.642541,0.766464,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-045,demo-1_1_004_V2,3.75,3750,450,450000,1_1_004_V2,20,True,True,0.362467,0.738312,1,required,required_intervention,True,False,demo_ma10_required_threshold,state_check_condition_pending
1_1_004_V2-046,demo-1_1_004_V2,3.833,3833,460,460000,1_1_004_V2,20,True,True,0.082394,0.71016,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-047,demo-1_1_004_V2,3.917,3917,470,470000,1_1_004_V2,20,True,True,0.258345,0.696429,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-048,demo-1_1_004_V2,4.0,4000,480,480000,1_1_004_V2,21,True,True,0.478209,0.684087,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-049,demo-1_1_004_V2,4.083,4083,490,490000,1_1_004_V2,21,True,True,0.567319,0.670669,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-050,demo-1_1_004_V2,4.167,4167,500,500000,1_1_004_V2,22,True,True,0.518411,0.656113,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-051,demo-1_1_004_V2,4.25,4250,510,510000,1_1_004_V2,22,True,True,0.473166,0.642295,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-052,demo-1_1_004_V2,4.333,4333,520,520000,1_1_004_V2,22,True,True,0.484493,0.639859,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-053,demo-1_1_004_V2,4.417,4417,530,530000,1_1_004_V2,23,True,True,0.495819,0.637423,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-054,demo-1_1_004_V2,4.5,4500,540,540000,1_1_004_V2,23,True,True,0.477799,0.626609,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-055,demo-1_1_004_V2,4.583,4583,550,550000,1_1_004_V2,24,True,True,0.442921,0.610982,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-056,demo-1_1_004_V2,4.667,4667,560,560000,1_1_004_V2,24,True,True,0.395993,0.593211,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-057,demo-1_1_004_V2,4.75,4750,570,570000,1_1_004_V2,24,True,True,0.303587,0.567349,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_004_V2-058,demo-1_1_004_V2,4.833,4833,580,580000,1_1_004_V2,25,True,True,0.211182,0.541488,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-059,demo-1_1_004_V2,4.917,4917,590,590000,1_1_004_V2,25,True,True,0.218482,0.516002,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-060,demo-1_1_004_V2,5.0,5000,600,600000,1_1_004_V2,26,True,True,0.253288,0.490619,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-061,demo-1_1_004_V2,5.083,5083,610,610000,1_1_004_V2,26,True,True,0.277814,0.466449,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-062,demo-1_1_004_V2,5.167,5167,620,620000,1_1_004_V2,27,True,True,0.283917,0.444452,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-063,demo-1_1_004_V2,5.25,5250,630,630000,1_1_004_V2,27,True,True,0.29002,0.422456,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-064,demo-1_1_004_V2,5.333,5333,640,640000,1_1_004_V2,27,True,True,0.30899,0.407904,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-065,demo-1_1_004_V2,5.417,5417,650,650000,1_1_004_V2,28,True,True,0.328892,0.393893,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-066,demo-1_1_004_V2,5.5,5500,660,660000,1_1_004_V2,28,True,True,0.295671,0.374353,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-067,demo-1_1_004_V2,5.583,5583,670,670000,1_1_004_V2,29,True,True,0.210744,0.349434,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-068,demo-1_1_004_V2,5.667,5667,680,680000,1_1_004_V2,29,True,True,0.139105,0.327426,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-069,demo-1_1_004_V2,5.75,5750,690,690000,1_1_004_V2,29,True,True,0.218069,0.338411,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-070,demo-1_1_004_V2,5.833,5833,700,700000,1_1_004_V2,30,True,True,0.297033,0.349395,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-071,demo-1_1_004_V2,5.917,5917,710,710000,1_1_004_V2,30,True,True,0.303928,0.343938,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-072,demo-1_1_004_V2,6.0,6000,720,720000,1_1_004_V2,31,True,True,0.272931,0.329837,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-073,demo-1_1_004_V2,6.083,6083,730,730000,1_1_004_V2,31,True,True,0.274653,0.319419,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-074,demo-1_1_004_V2,6.167,6167,740,740000,1_1_004_V2,32,True,True,0.386078,0.321351,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-075,demo-1_1_004_V2,6.25,6250,750,750000,1_1_004_V2,32,True,True,0.497503,0.323282,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-076,demo-1_1_004_V2,6.333,6333,760,760000,1_1_004_V2,32,True,True,0.561108,0.328481,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-077,demo-1_1_004_V2,6.417,6417,770,770000,1_1_004_V2,33,True,True,0.61306,0.334475,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-078,demo-1_1_004_V2,6.5,6500,780,780000,1_1_004_V2,33,True,True,0.630366,0.34029,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-079,demo-1_1_004_V2,6.583,6583,790,790000,1_1_004_V2,34,True,True,0.590753,0.345811,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-080,demo-1_1_004_V2,6.667,6667,800,800000,1_1_004_V2,34,True,True,0.551141,0.351332,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-081,demo-1_1_004_V2,6.75,6750,810,810000,1_1_004_V2,34,True,True,0.39459,0.350189,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-082,demo-1_1_004_V2,6.833,6833,820,820000,1_1_004_V2,35,True,True,0.232234,0.348715,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-083,demo-1_1_004_V2,6.917,6917,830,830000,1_1_004_V2,35,True,True,0.138235,0.343685,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-084,demo-1_1_004_V2,7.0,7000,840,840000,1_1_004_V2,36,True,True,0.105582,0.335465,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-085,demo-1_1_004_V2,7.083,7083,850,850000,1_1_004_V2,36,True,True,0.094389,0.328998,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-086,demo-1_1_004_V2,7.167,7167,860,860000,1_1_004_V2,36,True,True,0.273483,0.338077,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-087,demo-1_1_004_V2,7.25,7250,870,870000,1_1_004_V2,37,True,True,0.452577,0.347157,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-088,demo-1_1_004_V2,7.333,7333,880,880000,1_1_004_V2,37,True,True,0.462036,0.350028,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-089,demo-1_1_004_V2,7.417,7417,890,890000,1_1_004_V2,38,True,True,0.39007,0.349921,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-090,demo-1_1_004_V2,7.5,7500,900,900000,1_1_004_V2,38,True,True,0.334648,0.351791,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-091,demo-1_1_004_V2,7.583,7583,910,910000,1_1_004_V2,39,True,True,0.328856,0.359597,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-092,demo-1_1_004_V2,7.667,7667,920,920000,1_1_004_V2,39,True,True,0.323064,0.367403,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-093,demo-1_1_004_V2,7.75,7750,930,930000,1_1_004_V2,39,True,True,0.328184,0.369313,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-094,demo-1_1_004_V2,7.833,7833,940,940000,1_1_004_V2,40,True,True,0.33563,0.369967,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-095,demo-1_1_004_V2,7.917,7917,950,950000,1_1_004_V2,40,True,True,0.357006,0.373547,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-096,demo-1_1_004_V2,8.0,8000,960,960000,1_1_004_V2,41,True,True,0.399393,0.381539,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-097,demo-1_1_004_V2,8.083,8083,970,970000,1_1_004_V2,41,True,True,0.44178,0.389532,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-098,demo-1_1_004_V2,8.167,8167,980,980000,1_1_004_V2,41,True,True,0.441357,0.386526,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-099,demo-1_1_004_V2,8.25,8250,990,990000,1_1_004_V2,42,True,True,0.439745,0.383215,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-100,demo-1_1_004_V2,8.333,8333,1000,1000000,1_1_004_V2,42,True,True,0.369837,0.370142,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-101,demo-1_1_004_V2,8.417,8417,1010,1010000,1_1_004_V2,43,True,True,0.243439,0.348996,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-102,demo-1_1_004_V2,8.5,8500,1020,1020000,1_1_004_V2,43,True,True,0.142999,0.32939,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-103,demo-1_1_004_V2,8.583,8583,1030,1030000,1_1_004_V2,43,True,True,0.230038,0.320909,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-104,demo-1_1_004_V2,8.667,8667,1040,1040000,1_1_004_V2,44,True,True,0.317077,0.312428,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-105,demo-1_1_004_V2,8.75,8750,1050,1050000,1_1_004_V2,44,True,True,0.338772,0.314769,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-106,demo-1_1_004_V2,8.833,8833,1060,1060000,1_1_004_V2,45,True,True,0.331918,0.321838,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-107,demo-1_1_004_V2,8.917,8917,1070,1070000,1_1_004_V2,45,True,True,0.305661,0.327664,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-108,demo-1_1_004_V2,9.0,9000,1080,1080000,1_1_004_V2,46,True,True,0.227015,0.330133,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-109,demo-1_1_004_V2,9.083,9083,1090,1090000,1_1_004_V2,46,True,True,0.148368,0.332603,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-110,demo-1_1_004_V2,9.167,9167,1100,1100000,1_1_004_V2,46,True,True,0.115187,0.317851,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-111,demo-1_1_004_V2,9.25,9250,1110,1110000,1_1_004_V2,47,True,True,0.090372,0.29993,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-112,demo-1_1_004_V2,9.333,9333,1120,1120000,1_1_004_V2,47,True,True,0.090503,0.286478,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-113,demo-1_1_004_V2,9.417,9417,1130,1130000,1_1_004_V2,48,True,True,0.125238,0.279227,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-114,demo-1_1_004_V2,9.5,9500,1140,1140000,1_1_004_V2,48,True,True,0.159972,0.271976,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-115,demo-1_1_004_V2,9.583,9583,1150,1150000,1_1_004_V2,48,True,True,0.242072,0.273487,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-116,demo-1_1_004_V2,9.667,9667,1160,1160000,1_1_004_V2,49,True,True,0.324493,0.275057,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-117,demo-1_1_004_V2,9.75,9750,1170,1170000,1_1_004_V2,49,True,True,0.300708,0.270262,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-118,demo-1_1_004_V2,9.833,9833,1180,1180000,1_1_004_V2,50,True,True,0.196004,0.260617,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-119,demo-1_1_004_V2,9.917,9917,1190,1190000,1_1_004_V2,50,True,True,0.107391,0.250494,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-120,demo-1_1_004_V2,10.0,10000,1200,1200000,1_1_004_V2,50,True,True,0.116097,0.237482,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-121,demo-1_1_004_V2,10.083,10083,1210,1210000,1_1_004_V2,51,True,True,0.124803,0.224469,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-122,demo-1_1_004_V2,10.167,10167,1220,1220000,1_1_004_V2,51,True,True,0.205146,0.219358,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-123,demo-1_1_004_V2,10.25,10250,1230,1230000,1_1_004_V2,52,True,True,0.313873,0.217379,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-124,demo-1_1_004_V2,10.333,10333,1240,1240000,1_1_004_V2,52,True,True,0.376912,0.217663,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-125,demo-1_1_004_V2,10.417,10417,1250,1250000,1_1_004_V2,53,True,True,0.32839,0.223471,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-126,demo-1_1_004_V2,10.5,10500,1260,1260000,1_1_004_V2,53,True,True,0.279867,0.22928,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-127,demo-1_1_004_V2,10.583,10583,1270,1270000,1_1_004_V2,53,True,True,0.200546,0.220284,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-128,demo-1_1_004_V2,10.667,10667,1280,1280000,1_1_004_V2,54,True,True,0.116414,0.208976,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-129,demo-1_1_004_V2,10.75,10750,1290,1290000,1_1_004_V2,54,True,True,0.07318,0.198363,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-130,demo-1_1_004_V2,10.833,10833,1300,1300000,1_1_004_V2,55,True,True,0.082173,0.188639,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-131,demo-1_1_004_V2,10.917,10917,1310,1310000,1_1_004_V2,55,True,True,0.090958,0.179013,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-132,demo-1_1_004_V2,11.0,11000,1320,1320000,1_1_004_V2,55,True,True,0.084597,0.176517,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-133,demo-1_1_004_V2,11.083,11083,1330,1330000,1_1_004_V2,56,True,True,0.078237,0.174022,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-134,demo-1_1_004_V2,11.167,11167,1340,1340000,1_1_004_V2,56,True,True,0.294874,0.194911,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-135,demo-1_1_004_V2,11.25,11250,1350,1350000,1_1_004_V2,57,True,True,0.667866,0.232196,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-136,demo-1_1_004_V2,11.333,11333,1360,1360000,1_1_004_V2,57,True,True,0.966983,0.267579,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-137,demo-1_1_004_V2,11.417,11417,1370,1370000,1_1_004_V2,57,True,True,0.88441,0.293134,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-138,demo-1_1_004_V2,11.5,11500,1380,1380000,1_1_004_V2,58,True,True,0.801837,0.318689,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-139,demo-1_1_004_V2,11.583,11583,1390,1390000,1_1_004_V2,58,True,True,0.774007,0.337566,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-140,demo-1_1_004_V2,11.667,11667,1400,1400000,1_1_004_V2,59,True,True,0.765764,0.354054,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-141,demo-1_1_004_V2,11.75,11750,1410,1410000,1_1_004_V2,59,True,True,0.769501,0.374738,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-142,demo-1_1_004_V2,11.833,11833,1420,1420000,1_1_004_V2,60,True,True,0.799801,0.404727,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-143,demo-1_1_004_V2,11.917,11917,1430,1430000,1_1_004_V2,60,True,True,0.830102,0.434715,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-144,demo-1_1_004_V2,12.0,12000,1440,1440000,1_1_004_V2,60,True,True,0.674186,0.447994,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-145,demo-1_1_004_V2,12.083,12083,1450,1450000,1_1_004_V2,61,True,True,0.494106,0.459104,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-146,demo-1_1_004_V2,12.167,12167,1460,1460000,1_1_004_V2,61,True,True,0.35578,0.46112,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_004_V2-147,demo-1_1_004_V2,12.25,12250,1470,1470000,1_1_004_V2,62,True,True,0.266577,0.452437,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
