eventId,sessionId,playbackSecond,playbackOffsetMs,sourceElapsedSecond,timestampOffsetMs,sourceSubjectVisit,sourceSequence,synthetic,demoOnly,class1Softmax,movingAverage10,class,alertLevel,alertAction,alertRequired,notificationEvent,triggerReason,scenarioPhase
1_1_010_V1-026,demo-1_1_010_V1,2.167,2167,260,260000,1_1_010_V1,9,True,True,0.728084,,0,none,none,False,False,window_warming_up,window_warming_up
1_1_010_V1-027,demo-1_1_010_V1,2.25,2250,270,270000,1_1_010_V1,9,True,True,0.545268,,0,none,none,False,False,window_warming_up,window_warming_up
1_1_010_V1-028,demo-1_1_010_V1,2.333,2333,280,280000,1_1_010_V1,10,True,True,0.362453,,0,none,none,False,False,window_warming_up,window_warming_up
1_1_010_V1-029,demo-1_1_010_V1,2.417,2417,290,290000,1_1_010_V1,10,True,True,0.210987,0.419725,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-030,demo-1_1_010_V1,2.5,2500,300,300000,1_1_010_V1,10,True,True,0.234711,0.397384,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-031,demo-1_1_010_V1,2.583,2583,310,310000,1_1_010_V1,11,True,True,0.258434,0.375042,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-032,demo-1_1_010_V1,2.667,2667,320,320000,1_1_010_V1,11,True,True,0.282158,0.352701,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-033,demo-1_1_010_V1,2.75,2750,330,330000,1_1_010_V1,11,True,True,0.342444,0.355352,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-034,demo-1_1_010_V1,2.833,2833,340,340000,1_1_010_V1,12,True,True,0.4048,0.359418,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-035,demo-1_1_010_V1,2.917,2917,350,350000,1_1_010_V1,12,True,True,0.467155,0.363484,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-036,demo-1_1_010_V1,3.0,3000,360,360000,1_1_010_V1,12,True,True,0.528918,0.377337,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-037,demo-1_1_010_V1,3.083,3083,370,370000,1_1_010_V1,13,True,True,0.590474,0.39461,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-038,demo-1_1_010_V1,3.167,3167,380,380000,1_1_010_V1,13,True,True,0.65203,0.411882,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-039,demo-1_1_010_V1,3.25,3250,390,390000,1_1_010_V1,13,True,True,0.696367,0.432165,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-040,demo-1_1_010_V1,3.333,3333,400,400000,1_1_010_V1,13,True,True,0.725783,0.455058,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-041,demo-1_1_010_V1,3.417,3417,410,410000,1_1_010_V1,14,True,True,0.755198,0.47795,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-042,demo-1_1_010_V1,3.5,3500,420,420000,1_1_010_V1,14,True,True,0.75296,0.495347,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-043,demo-1_1_010_V1,3.583,3583,430,430000,1_1_010_V1,14,True,True,0.686559,0.501607,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-044,demo-1_1_010_V1,3.667,3667,440,440000,1_1_010_V1,15,True,True,0.620157,0.507867,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-045,demo-1_1_010_V1,3.75,3750,450,450000,1_1_010_V1,15,True,True,0.559319,0.514032,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-046,demo-1_1_010_V1,3.833,3833,460,460000,1_1_010_V1,15,True,True,0.537422,0.519531,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-047,demo-1_1_010_V1,3.917,3917,470,470000,1_1_010_V1,16,True,True,0.515525,0.52503,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-048,demo-1_1_010_V1,4.0,4000,480,480000,1_1_010_V1,16,True,True,0.493629,0.53053,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-049,demo-1_1_010_V1,4.083,4083,490,490000,1_1_010_V1,16,True,True,0.437509,0.530907,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-050,demo-1_1_010_V1,4.167,4167,500,500000,1_1_010_V1,17,True,True,0.378398,0.530836,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-051,demo-1_1_010_V1,4.25,4250,510,510000,1_1_010_V1,17,True,True,0.319288,0.530766,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-052,demo-1_1_010_V1,4.333,4333,520,520000,1_1_010_V1,17,True,True,0.420007,0.53302,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-053,demo-1_1_010_V1,4.417,4417,530,530000,1_1_010_V1,18,True,True,0.584659,0.536203,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-054,demo-1_1_010_V1,4.5,4500,540,540000,1_1_010_V1,18,True,True,0.74931,0.539386,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-055,demo-1_1_010_V1,4.583,4583,550,550000,1_1_010_V1,18,True,True,0.781251,0.536641,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-056,demo-1_1_010_V1,4.667,4667,560,560000,1_1_010_V1,18,True,True,0.685137,0.528178,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-057,demo-1_1_010_V1,4.75,4750,570,570000,1_1_010_V1,19,True,True,0.589023,0.519714,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-058,demo-1_1_010_V1,4.833,4833,580,580000,1_1_010_V1,19,True,True,0.522776,0.516869,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-059,demo-1_1_010_V1,4.917,4917,590,590000,1_1_010_V1,19,True,True,0.525044,0.526914,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-060,demo-1_1_010_V1,5.0,5000,600,600000,1_1_010_V1,20,True,True,0.527312,0.536959,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-061,demo-1_1_010_V1,5.083,5083,610,610000,1_1_010_V1,20,True,True,0.533659,0.547201,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-062,demo-1_1_010_V1,5.167,5167,620,620000,1_1_010_V1,20,True,True,0.577457,0.559253,1,recommend,recommend_intervention,False,True,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-063,demo-1_1_010_V1,5.25,5250,630,630000,1_1_010_V1,21,True,True,0.621256,0.571305,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-064,demo-1_1_010_V1,5.333,5333,640,640000,1_1_010_V1,21,True,True,0.665054,0.583357,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-065,demo-1_1_010_V1,5.417,5417,650,650000,1_1_010_V1,21,True,True,0.684612,0.591329,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-066,demo-1_1_010_V1,5.5,5500,660,660000,1_1_010_V1,22,True,True,0.701262,0.59881,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-067,demo-1_1_010_V1,5.583,5583,670,670000,1_1_010_V1,22,True,True,0.717911,0.606292,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-068,demo-1_1_010_V1,5.667,5667,680,680000,1_1_010_V1,22,True,True,0.693579,0.606588,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-069,demo-1_1_010_V1,5.75,5750,690,690000,1_1_010_V1,23,True,True,0.65062,0.603618,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-070,demo-1_1_010_V1,5.833,5833,700,700000,1_1_010_V1,23,True,True,0.607661,0.600648,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-071,demo-1_1_010_V1,5.917,5917,710,710000,1_1_010_V1,23,True,True,0.631598,0.600879,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-072,demo-1_1_010_V1,6.0,6000,720,720000,1_1_010_V1,23,True,True,0.727387,0.604546,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-073,demo-1_1_010_V1,6.083,6083,730,730000,1_1_010_V1,24,True,True,0.823176,0.608214,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-074,demo-1_1_010_V1,6.167,6167,740,740000,1_1_010_V1,24,True,True,0.874518,0.611926,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-075,demo-1_1_010_V1,6.25,6250,750,750000,1_1_010_V1,24,True,True,0.809725,0.615754,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-076,demo-1_1_010_V1,6.333,6333,760,760000,1_1_010_V1,25,True,True,0.744931,0.619582,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-077,demo-1_1_010_V1,6.417,6417,770,770000,1_1_010_V1,25,True,True,0.669847,0.622075,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-078,demo-1_1_010_V1,6.5,6500,780,780000,1_1_010_V1,25,True,True,0.460975,0.607206,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-079,demo-1_1_010_V1,6.583,6583,790,790000,1_1_010_V1,26,True,True,0.252104,0.592337,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-080,demo-1_1_010_V1,6.667,6667,800,800000,1_1_010_V1,26,True,True,0.043233,0.577468,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-081,demo-1_1_010_V1,6.75,6750,810,810000,1_1_010_V1,26,True,True,0.032497,0.569442,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-082,demo-1_1_010_V1,6.833,6833,820,820000,1_1_010_V1,27,True,True,0.052402,0.562474,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-083,demo-1_1_010_V1,6.917,6917,830,830000,1_1_010_V1,27,True,True,0.072306,0.555506,1,recommend,recommend_intervention,False,False,demo_ma10_recommend_threshold,repeated_change_accumulating
1_1_010_V1-084,demo-1_1_010_V1,7.0,7000,840,840000,1_1_010_V1,27,True,True,0.08095,0.537849,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-085,demo-1_1_010_V1,7.083,7083,850,850000,1_1_010_V1,28,True,True,0.083813,0.514702,1,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-086,demo-1_1_010_V1,7.167,7167,860,860000,1_1_010_V1,28,True,True,0.086675,0.491556,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-087,demo-1_1_010_V1,7.25,7250,870,870000,1_1_010_V1,28,True,True,0.101228,0.474085,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-088,demo-1_1_010_V1,7.333,7333,880,880000,1_1_010_V1,28,True,True,0.129764,0.463403,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-089,demo-1_1_010_V1,7.417,7417,890,890000,1_1_010_V1,29,True,True,0.158301,0.452722,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-090,demo-1_1_010_V1,7.5,7500,900,900000,1_1_010_V1,29,True,True,0.173396,0.441353,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-091,demo-1_1_010_V1,7.583,7583,910,910000,1_1_010_V1,29,True,True,0.148166,0.427921,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-092,demo-1_1_010_V1,7.667,7667,920,920000,1_1_010_V1,30,True,True,0.122936,0.41449,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-093,demo-1_1_010_V1,7.75,7750,930,930000,1_1_010_V1,30,True,True,0.098442,0.400824,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-094,demo-1_1_010_V1,7.833,7833,940,940000,1_1_010_V1,30,True,True,0.08971,0.382139,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-095,demo-1_1_010_V1,7.917,7917,950,950000,1_1_010_V1,31,True,True,0.080978,0.363455,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-096,demo-1_1_010_V1,8.0,8000,960,960000,1_1_010_V1,31,True,True,0.072245,0.34477,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-097,demo-1_1_010_V1,8.083,8083,970,970000,1_1_010_V1,31,True,True,0.185729,0.336177,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-098,demo-1_1_010_V1,8.167,8167,980,980000,1_1_010_V1,32,True,True,0.322615,0.329516,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-099,demo-1_1_010_V1,8.25,8250,990,990000,1_1_010_V1,32,True,True,0.459502,0.322856,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-100,demo-1_1_010_V1,8.333,8333,1000,1000000,1_1_010_V1,32,True,True,0.505115,0.318468,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-101,demo-1_1_010_V1,8.417,8417,1010,1010000,1_1_010_V1,33,True,True,0.498021,0.315394,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-102,demo-1_1_010_V1,8.5,8500,1020,1020000,1_1_010_V1,33,True,True,0.490928,0.31232,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-103,demo-1_1_010_V1,8.583,8583,1030,1030000,1_1_010_V1,33,True,True,0.457619,0.302215,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-104,demo-1_1_010_V1,8.667,8667,1040,1040000,1_1_010_V1,33,True,True,0.389359,0.282736,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-105,demo-1_1_010_V1,8.75,8750,1050,1050000,1_1_010_V1,34,True,True,0.321098,0.263257,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-106,demo-1_1_010_V1,8.833,8833,1060,1060000,1_1_010_V1,34,True,True,0.252254,0.243642,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-107,demo-1_1_010_V1,8.917,8917,1070,1070000,1_1_010_V1,34,True,True,0.181378,0.223554,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-108,demo-1_1_010_V1,9.0,9000,1080,1080000,1_1_010_V1,35,True,True,0.110503,0.203467,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-109,demo-1_1_010_V1,9.083,9083,1090,1090000,1_1_010_V1,35,True,True,0.041133,0.183776,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-110,demo-1_1_010_V1,9.167,9167,1100,1100000,1_1_010_V1,35,True,True,0.054553,0.185918,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-111,demo-1_1_010_V1,9.25,9250,1110,1110000,1_1_010_V1,36,True,True,0.067974,0.18806,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-112,demo-1_1_010_V1,9.333,9333,1120,1120000,1_1_010_V1,36,True,True,0.081395,0.190202,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-113,demo-1_1_010_V1,9.417,9417,1130,1130000,1_1_010_V1,36,True,True,0.066887,0.189024,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-114,demo-1_1_010_V1,9.5,9500,1140,1140000,1_1_010_V1,37,True,True,0.045934,0.18708,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-115,demo-1_1_010_V1,9.583,9583,1150,1150000,1_1_010_V1,37,True,True,0.024981,0.185136,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-116,demo-1_1_010_V1,9.667,9667,1160,1160000,1_1_010_V1,37,True,True,0.023478,0.183691,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-117,demo-1_1_010_V1,9.75,9750,1170,1170000,1_1_010_V1,38,True,True,0.034558,0.182569,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-118,demo-1_1_010_V1,9.833,9833,1180,1180000,1_1_010_V1,38,True,True,0.045639,0.181447,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-119,demo-1_1_010_V1,9.917,9917,1190,1190000,1_1_010_V1,38,True,True,0.065004,0.180452,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-120,demo-1_1_010_V1,10.0,10000,1200,1200000,1_1_010_V1,38,True,True,0.096701,0.179646,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-121,demo-1_1_010_V1,10.083,10083,1210,1210000,1_1_010_V1,39,True,True,0.128399,0.17884,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-122,demo-1_1_010_V1,10.167,10167,1220,1220000,1_1_010_V1,39,True,True,0.154035,0.178546,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-123,demo-1_1_010_V1,10.25,10250,1230,1230000,1_1_010_V1,39,True,True,0.154876,0.180348,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-124,demo-1_1_010_V1,10.333,10333,1240,1240000,1_1_010_V1,40,True,True,0.155717,0.182149,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-125,demo-1_1_010_V1,10.417,10417,1250,1250000,1_1_010_V1,40,True,True,0.156558,0.18395,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-126,demo-1_1_010_V1,10.5,10500,1260,1260000,1_1_010_V1,40,True,True,0.135213,0.184481,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-127,demo-1_1_010_V1,10.583,10583,1270,1270000,1_1_010_V1,41,True,True,0.113669,0.185001,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-128,demo-1_1_010_V1,10.667,10667,1280,1280000,1_1_010_V1,41,True,True,0.092124,0.185521,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-129,demo-1_1_010_V1,10.75,10750,1290,1290000,1_1_010_V1,41,True,True,0.123067,0.178842,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-130,demo-1_1_010_V1,10.833,10833,1300,1300000,1_1_010_V1,42,True,True,0.168324,0.170199,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-131,demo-1_1_010_V1,10.917,10917,1310,1310000,1_1_010_V1,42,True,True,0.213582,0.161556,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-132,demo-1_1_010_V1,11.0,11000,1320,1320000,1_1_010_V1,42,True,True,0.19579,0.149646,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-133,demo-1_1_010_V1,11.083,11083,1330,1330000,1_1_010_V1,42,True,True,0.132409,0.135374,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-134,demo-1_1_010_V1,11.167,11167,1340,1340000,1_1_010_V1,43,True,True,0.069028,0.121103,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-135,demo-1_1_010_V1,11.25,11250,1350,1350000,1_1_010_V1,43,True,True,0.045472,0.110996,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-136,demo-1_1_010_V1,11.333,11333,1360,1360000,1_1_010_V1,43,True,True,0.088292,0.107833,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-137,demo-1_1_010_V1,11.417,11417,1370,1370000,1_1_010_V1,44,True,True,0.131111,0.104669,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-138,demo-1_1_010_V1,11.5,11500,1380,1380000,1_1_010_V1,44,True,True,0.158589,0.1019,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-139,demo-1_1_010_V1,11.583,11583,1390,1390000,1_1_010_V1,44,True,True,0.110968,0.101062,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-140,demo-1_1_010_V1,11.667,11667,1400,1400000,1_1_010_V1,45,True,True,0.063347,0.100224,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-141,demo-1_1_010_V1,11.75,11750,1410,1410000,1_1_010_V1,45,True,True,0.015727,0.099385,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-142,demo-1_1_010_V1,11.833,11833,1420,1420000,1_1_010_V1,45,True,True,0.012899,0.09714,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-143,demo-1_1_010_V1,11.917,11917,1430,1430000,1_1_010_V1,46,True,True,0.01173,0.094843,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-144,demo-1_1_010_V1,12.0,12000,1440,1440000,1_1_010_V1,46,True,True,0.010561,0.092546,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-145,demo-1_1_010_V1,12.083,12083,1450,1450000,1_1_010_V1,46,True,True,0.018765,0.092688,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-146,demo-1_1_010_V1,12.167,12167,1460,1460000,1_1_010_V1,47,True,True,0.029946,0.093604,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-147,demo-1_1_010_V1,12.25,12250,1470,1470000,1_1_010_V1,47,True,True,0.041127,0.09452,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
1_1_010_V1-148,demo-1_1_010_V1,12.333,12333,1480,1480000,1_1_010_V1,47,True,True,0.038883,0.094099,0,none,none,False,False,demo_ma10_below_threshold,baseline_monitoring
